0	[GPS]	0	31.292179837181362	121.205735701842490	176.098901483368540	380.849	-37.571	0	0	
0	[GPS]	0	31.292172889751512	121.205736172243280	176.666121373181400	380.410	-38.209	0	0	
0	[GPS]	0	31.292172889751512	121.205736172243280	176.666121373181400	380.410	-38.209	0	0	
0	[GPS]	0	31.292169304675845	121.205736377297130	176.942566449648500	380.182	-38.537	0	0	
0	[GPS]	0	31.292165743021471	121.205736482041980	177.232371376132140	379.947	-38.857	0	0	
0	[GPS]	0	31.292165743021471	121.205736482041980	177.232371376132140	379.947	-38.857	0	0	
0	[GPS]	0	31.292158614004848	121.205736748422690	177.788471717976250	379.481	-39.499	0	0	
0	[GPS]	0	31.292158614004848	121.205736748422690	177.788471717976250	379.481	-39.499	0	0	
0	[GPS]	0	31.292155055261968	121.205736876900490	178.059479963864050	379.248	-39.820	0	0	
0	[GPS]	0	31.292151508948983	121.205736915662160	178.330761417318570	379.009	-40.135	0	0	
0	[GPS]	0	31.292151508948983	121.205736915662160	178.330761417318570	379.009	-40.135	0	0	
0	[GPS]	0	31.292144210453955	121.205736959833530	178.886930061054390	378.515	-40.779	0	0	
0	[GPS]	0	31.292144210453955	121.205736959833530	178.886930061054390	378.515	-40.779	0	0	
0	[GPS]	0	31.292140633012188	121.205736957126310	179.169030534154250	378.271	-41.094	0	0	
0	[GPS]	0	31.292137070309440	121.205736937716410	179.451923309197840	378.027	-41.407	0	0	
0	[GPS]	0	31.292137070309440	121.205736937716410	179.451923309197840	378.027	-41.407	0	0	
0	[GPS]	0	31.292129858519903	121.205736807473740	180.005674065967440	377.525	-42.034	0	0	
0	[GPS]	0	31.292129858519903	121.205736807473740	180.005674065967440	377.525	-42.034	0	0	
0	[GPS]	0	31.292126247238308	121.205736731193720	180.281121934815730	377.273	-42.347	0	0	
0	[GPS]	0	31.292122689666293	121.205736630580130	180.559042332143550	377.023	-42.654	0	0	
0	[GPS]	0	31.292122689666293	121.205736630580130	180.559042332143550	377.023	-42.654	0	0	
0	[GPS]	0	31.292115462286176	121.205736444877490	181.109582900003200	376.517	-43.280	0	0	
0	[GPS]	0	31.292115462286176	121.205736444877490	181.109582900003200	376.517	-43.280	0	0	
0	[GPS]	0	31.292111870736292	121.205736212641910	181.373692654829310	376.254	-43.582	0	0	
0	[GPS]	0	31.292108286210102	121.205736034427230	181.636832522793240	375.997	-43.887	0	0	
0	[GPS]	0	31.292108286210102	121.205736034427230	181.636832522793240	375.997	-43.887	0	0	
0	[GPS]	0	31.292101278930950	121.205735579447080	182.158194522518580	375.485	-44.477	0	0	
0	[GPS]	0	31.292101278930950	121.205735579447080	182.158194522518580	375.485	-44.477	0	0	
0	[GPS]	0	31.292094171288255	121.205735111832610	182.664844294771830	374.965	-45.076	0	0	
0	[GPS]	0	31.292094171288255	121.205735111832610	182.664844294771830	374.965	-45.076	0	0	
0	[GPS]	0	31.292090601535541	121.205734861314670	182.897944990766040	374.703	-45.375	0	0	
0	[GPS]	0	31.292087045353636	121.205734587319280	183.121565384192250	374.440	-45.672	0	0	
0	[GPS]	0	31.292087045353636	121.205734587319280	183.121565384192250	374.440	-45.672	0	0	
0	[GPS]	0	31.292079969704108	121.205733930880160	183.562795604575060	373.909	-46.257	0	0	
0	[GPS]	0	31.292079969704108	121.205733930880160	183.562795604575060	373.909	-46.257	0	0	
0	[GPS]	0	31.292076380951752	121.205733611173440	183.759067920564520	373.640	-46.554	0	0	
0	[GPS]	0	31.292072863330109	121.205733277718390	183.957375632926700	373.375	-46.844	0	0	
0	[GPS]	0	31.292072863330109	121.205733277718390	183.957375632926700	373.375	-46.844	0	0	
0	[GPS]	0	31.292065718483421	121.205732584604730	184.294049317494970	372.836	-47.433	0	0	
0	[GPS]	0	31.292065718483421	121.205732584604730	184.294049317494970	372.836	-47.433	0	0	
0	[GPS]	0	31.292062179284208	121.205732248724250	184.456402914066160	372.569	-47.725	0	0	
0	[GPS]	0	31.292058633167237	121.205731833288110	184.611379906333720	372.296	-48.013	0	0	
0	[GPS]	0	31.292058633167237	121.205731833288110	184.611379906333720	372.296	-48.013	0	0	
0	[GPS]	0	31.292051527721434	121.205731010331580	184.859670943042060	371.750	-48.590	0	0	
0	[GPS]	0	31.292051527721434	121.205731010331580	184.859670943042060	371.750	-48.590	0	0	
0	[GPS]	0	31.292047979398976	121.205730582639090	184.988788839111950	371.476	-48.877	0	0	
0	[GPS]	0	31.292044410237821	121.205730162465130	185.121799943008820	371.201	-49.167	0	0	
0	[GPS]	0	31.292044410237821	121.205730162465130	185.121799943008820	371.201	-49.167	0	0	
0	[GPS]	0	31.292037317870772	121.205729285043080	185.380664112552300	370.652	-49.740	0	0	
0	[GPS]	0	31.292037317870772	121.205729285043080	185.380664112552300	370.652	-49.740	0	0	
0	[GPS]	0	31.292033752321032	121.205728960753690	185.496080649147130	370.385	-50.035	0	0	
0	[GPS]	0	31.292030250199701	121.205728553603810	185.605691524947530	370.115	-50.320	0	0	
0	[GPS]	0	31.292030250199701	121.205728553603810	185.605691524947530	370.115	-50.320	0	0	
0	[GPS]	0	31.292023179791123	121.205727560251230	185.803548444824430	369.559	-50.884	0	0	
0	[GPS]	0	31.292023179791123	121.205727560251230	185.803548444824430	369.559	-50.884	0	0	
0	[GPS]	0	31.292019647073950	121.205727123458320	185.881467242876000	369.285	-51.170	0	0	
0	[GPS]	0	31.292016111435093	121.205726638299380	185.950383851601400	369.007	-51.453	0	0	
0	[GPS]	0	31.292016111435093	121.205726638299380	185.950383851601400	369.007	-51.453	0	0	
